D1,D2,D3,mean_S,mean_x,mean_y,mean_z,oscillation_amplitude,regime
0.45,1.9928571428571427,0.6285714285714284,0.07363637729536648,2.058585845614009,1.7770646826170703e-14,4.5031094408207685e-36,2.571867101508474e-07,Prey only
0.45,1.3346938775510202,0.8799999999999998,0.32589117098984466,0.5015585129524666,0.3359509772664632,1.0354432625609077e-07,0.005734354240319206,P2 boundary
0.45,1.4224489795918367,0.6742857142857142,0.15177934656102116,1.0509529979984638,0.23228412558611652,0.06656042209950878,0.0003545186519722243,Stable P3
0.45,1.554081632653061,0.2857142857142857,0.0874359838934378,1.7699314891563056,0.06579079545558124,0.045004947838296325,0.5531491446717749,Oscillatory coexistence
